container_type,filled,scholar_id,source,name,url_picture,affiliation,interests,email_domain,homepage,citedby,organization,org_name,org_country,Lat,Long,,,,,list,,
Author,['basics'],UVvIIsAAAAAJ,AuthorSource.AUTHOR_PROFILE_PAGE,Zhangyu Chang,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=UVvIIsAAAAAJ&citpid=4,The Hong Kong University of Science and Technology,['computer_science_and_engineering'],@cse.ust.hk,https://www.cse.ust.hk/~zchang/,34,9.57E+18,Hong Kong University of Science and Technology,Hong Kong,22.396427,114.109497,,,,,,,114.109497
Author,['basics'],JXTz1iYAAAAJ,AuthorSource.AUTHOR_PROFILE_PAGE,Jin Zhang,,Hong Kong University of Science and Technology,"['wireless cooperative network', 'network economics', 'cognitive radio', 'mobile application']",@ust.hk,,7336,9.57E+18,Hong Kong University of Science and Technology,Hong Kong,22.396427,114.109497,,,,,,,114.109497
Author,['basics'],cYReSuEAAAAJ,AuthorSource.AUTHOR_PROFILE_PAGE,Ben Y. Zhao,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=cYReSuEAAAAJ&citpid=13,"Neubauer Professor of Computer Science, University of Chicago","['Security', 'Adversarial Machine Learning', 'Mobile Computing', 'HCI', 'Online Social Networks']",@uchicago.edu,http://people.cs.uchicago.edu/~ravenben,35269,1.67E+19,University of Chicago,USA,37.09024,-95.712891,,,,,,,-95.712891
Author,['basics'],8VcIMEgAAAAJ,AuthorSource.AUTHOR_PROFILE_PAGE,Hang Yin,,"Department of Mathematical Sciences, Tsinghua University",[],@mails.tsinghua.edu.cn,,18,1.54E+19,Tsinghua University,China,35.86166,104.195396,,,,,,,104.195396
Author,['basics'],nLnKIikAAAAJ,AuthorSource.AUTHOR_PROFILE_PAGE,Yupeng Zhang,,University of Illinois Urbana Champaign,['Cryptography and Cybersecurity'],@illinois.edu,https://zhangyp.web.illinois.edu/,3589,4.50E+18,University of Illinois at Urbana-Champaign,USA,37.09024,-95.712891,,,,,,,-95.712891
Author,['basics'],aucB85kAAAAJ,AuthorSource.AUTHOR_PROFILE_PAGE,Aggelos K Katsaggelos,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=aucB85kAAAAJ&citpid=2,"Joseph Cummings Professor of ECE (Courtesy CS and Radiology), Northwestern University","['Multimedia signal processing and communications', 'image processing', 'video processing', 'machine learning', 'computational photography']",@eecs.northwestern.edu,http://ivpl.northwestern.edu/,36289,2.80E+18,Northwestern University,USA,37.09024,-95.712891,,,,,,,-95.712891
Author,['basics'],gM1DWK8AAAAJ,AuthorSource.AUTHOR_PROFILE_PAGE,Alessandra Scafuro,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=gM1DWK8AAAAJ&citpid=1,North Carolina State University,['Cryptography'],@ncsu.edu,https://sites.google.com/ncsu.edu/ascafuro/,1398,1.06E+19,North Carolina State University,USA,37.09024,-95.712891,,,,,,,-95.712891
Author,['basics'],z0LIdJwAAAAJ,AuthorSource.AUTHOR_PROFILE_PAGE,Thomas Mølhave,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=z0LIdJwAAAAJ&citpid=4,"CTO, SCALGO.","['Algorithms', 'I/O-Efficiency', 'Computational Geometry', 'GIS', 'Data Structures']",@moelhave.com,http://moelhave.dk/,494,,,,#N/A,#N/A,,,,,,,#N/A
Author,['basics'],_YgjRn0AAAAJ,AuthorSource.AUTHOR_PROFILE_PAGE,Yinghao Yu,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=_YgjRn0AAAAJ&citpid=3,"Engineer, Alibaba","['Resource management in containerized clusters', 'Generation optimizations for distributed systems']",@connect.ust.hk,,477,,,,#N/A,#N/A,,,,,,,#N/A
Author,['basics'],Gipfc7gAAAAJ,AuthorSource.AUTHOR_PROFILE_PAGE,Mahmoud F. Sayed,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=Gipfc7gAAAAJ&citpid=12,"Microsoft, CS Ph.D. @UMD","['Information Retrieval', 'Machine Learning']",@umd.edu,,196,2.39E+18,University of Maryland,USA,37.09024,-95.712891,,,,,,,-95.712891
Author,['basics'],ecFvovoAAAAJ,AuthorSource.AUTHOR_PROFILE_PAGE,Xinglin Zhang,,"Professor, South China University of Technology","['Internet of Things', 'Crowdsensing', 'Federated Learning', 'Edge Computing']",@scut.edu.cn,,2668,8.61E+17,South China University of Technology,China,35.86166,104.195396,,,,,,,104.195396
Author,['basics'],FOsNiMQAAAAJ,AuthorSource.AUTHOR_PROFILE_PAGE,Kun Kuang,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=FOsNiMQAAAAJ&citpid=2,Zhejiang University,"['Causal Inference', 'Data Mining', 'Machine Learning']",@zju.edu.cn,http://kunkuang.github.io/,2172,1.12E+18,Zhejiang University,China,35.86166,104.195396,,,,,,,104.195396
Author,['basics'],Wr4B6fQAAAAJ,AuthorSource.AUTHOR_PROFILE_PAGE,Shaohuai Shi,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=Wr4B6fQAAAAJ&citpid=2,"Professor, Harbin Institute of Technology, Shenzhen","['GPU Computing', 'Parallel and Distributed Computing', 'Deep Learning']",@hit.edu.cn,https://shaohuais.github.io/,2125,4.73E+18,Harbin Institute of Technology,China,35.86166,104.195396,,,,,,,104.195396
Author,['basics'],iX71amEAAAAJ,AuthorSource.AUTHOR_PROFILE_PAGE,Xinran Zhao,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=iX71amEAAAAJ&citpid=2,"PhD Student, Carnegie Mellon University","['Natural Language Processing', 'Machine Learning']",@stanford.edu,https://colinzhaoust.github.io/,552,,,,#N/A,#N/A,,,,,,,#N/A
Author,['basics'],lVpJdRoAAAAJ,AuthorSource.AUTHOR_PROFILE_PAGE,Heqing Huang,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=lVpJdRoAAAAJ&citpid=2,IBM Thomas J. Watson Research Center,"['AI Security', 'Securing AI services', 'Software Security', 'Malware Detection', 'Mobile and IoT Security']",@us.ibm.com,https://sites.google.com/site/heqingpsu/,2405,,,,#N/A,#N/A,,,,,,,#N/A
Author,['basics'],46eCjHQAAAAJ,AuthorSource.AUTHOR_PROFILE_PAGE,Haiwen Diao,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=46eCjHQAAAAJ&citpid=7,Dalian University of Technology,"['Computer Vision', 'Vision-and-Language', 'Transfer Learning', 'Multimodal LLM']",@mail.dlut.edu.cn,https://paranioar.github.io/,190,1.64E+19,Dalian University of Technology,China,35.86166,104.195396,,,,,,,104.195396
Author,['basics'],gjNeD8cAAAAJ,AuthorSource.AUTHOR_PROFILE_PAGE,Therese Biedl,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=gjNeD8cAAAAJ&citpid=2,University of Waterloo,"['Graph drawing', 'graph algorithms', 'computational geometry']",@cs.uwaterloo.ca,,3439,1.24E+19,University of Waterloo,Canada,56.130367,-106.346771,,,,,,,-106.346771
Author,['basics'],g7kbvSQAAAAJ,AuthorSource.AUTHOR_PROFILE_PAGE,Joe Wenjie Jiang,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=g7kbvSQAAAAJ&citpid=7,Research Software Engineer at Google Brain,"['Reinforcement learning', 'graph neural networks', 'ML for chip design', 'Networked and distributed systems', 'Mathematical optimization']",@google.com,https://sites.google.com/view/joejiang,3073,6.52E+18,Google Inc.,USA,37.09024,-95.712891,,,,,,,-95.712891
Author,['basics'],Wy89g4IAAAAJ,AuthorSource.AUTHOR_PROFILE_PAGE,Cho-Jui Hsieh,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=Wy89g4IAAAAJ&citpid=3,"University of California, Los Angeles","['Machine Learning', 'Optimization']",@cs.ucla.edu,http://www.cs.ucla.edu/~chohsieh,34905,1.41E+19,"University of California, Los Angeles",USA,37.09024,-95.712891,,,,,,,-95.712891
Author,['basics'],NMJKx6UAAAAJ,AuthorSource.AUTHOR_PROFILE_PAGE,Jansen Christian Liando,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=NMJKx6UAAAAJ&citpid=1,Better IoT Solutions,"['Sensor Networks', 'Internet of Things', 'Cyber Physical Systems', 'Low Power Wide Area Network']",@better-iot.com.sg,https://jansencl.github.io/,726,,,,#N/A,#N/A,,,,,,,#N/A
Author,['basics'],RIeAomMAAAAJ,AuthorSource.AUTHOR_PROFILE_PAGE,Minh N. Do,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=RIeAomMAAAAJ&citpid=2,"Professor, University of Illinois at Urbana-Champaign and VinUniversity","['signal processing', 'computational imaging', 'machine perception', 'data science']",@illinois.edu,http://minhdo.ece.illinois.edu/,30150,4.50E+18,University of Illinois at Urbana-Champaign,USA,37.09024,-95.712891,,,,,,,-95.712891
Author,['basics'],meiM6psAAAAJ,AuthorSource.AUTHOR_PROFILE_PAGE,Øyvind Ytrehus,,Unknown affiliation,[],@simula.no,,1149,,,,#N/A,#N/A,,,,,,,#N/A
Author,['basics'],OMVTRscAAAAJ,AuthorSource.AUTHOR_PROFILE_PAGE,Shih-Fu Chang,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=OMVTRscAAAAJ&citpid=5,"Professor of Electrical Engineering and Computer Science, Columbia University","['Multimedia', 'Computer Vision', 'Machine Learning', 'Signal Processing', 'Information Retrieval']",@columbia.edu,http://www.columbia.edu/~sc250,71800,8.87E+18,Columbia University,USA,37.09024,-95.712891,,,,,,,-95.712891
Author,['basics'],aFDuhV8AAAAJ,AuthorSource.AUTHOR_PROFILE_PAGE,Jeff Phillips,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=aFDuhV8AAAAJ&citpid=7,"Professor, School of Computing, University of Utah","['Algorithms', 'Computational Geometry', 'Data Mining', 'Databases', 'Uncertainty']",@cs.utah.edu,http://www.cs.utah.edu/~jeffp,3976,1.01E+19,University of Utah,USA,37.09024,-95.712891,,,,,,,-95.712891
Author,['basics'],Sz5Y7RsAAAAJ,AuthorSource.AUTHOR_PROFILE_PAGE,Min-You Wu,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=Sz5Y7RsAAAAJ&citpid=2,"Computer Science, Shanghai Jiaotong University",['Computer Science'],@sjtu.edu.cn,,13812,1.18E+19,Shanghai Jiao Tong University,China,35.86166,104.195396,,,,,,,104.195396
Author,['basics'],y3yJm98AAAAJ,AuthorSource.AUTHOR_PROFILE_PAGE,Yilun Jin,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=y3yJm98AAAAJ&citpid=3,The Hong Kong University of Science and Technology,"['Graph Mining', 'Spatio-temporal Data Mining', 'Transfer Learning']",@connect.ust.hk,http://kl4805.github.io/,855,9.57E+18,Hong Kong University of Science and Technology,Hong Kong,22.396427,114.109497,,,,,,,114.109497
Author,['basics'],8rPHNOsAAAAJ,AuthorSource.AUTHOR_PROFILE_PAGE,Jierun Chen,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=8rPHNOsAAAAJ&citpid=3,HKUST,"['Computer Vision', 'Artificial IntelIigence', 'Machine Learning']",@cse.ust.hk,https://jierunchen.github.io/,123,9.57E+18,Hong Kong University of Science and Technology,Hong Kong,22.396427,114.109497,,,,,,,114.109497
Author,['basics'],Z03FLwkAAAAJ,AuthorSource.AUTHOR_PROFILE_PAGE,Suresh Venkatasubramanian,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=Z03FLwkAAAAJ&citpid=1,Brown University,"['Algorithmic Fairness', 'Computational Geometry', 'Data Mining', 'Clustering']",@brown.edu,https://vivo.brown.edu/display/suresh,16588,9.57E+18,Brown University,USA,37.09024,-95.712891,,,,,,,-95.712891
Author,['basics'],YMUXzZMAAAAJ,AuthorSource.AUTHOR_PROFILE_PAGE,Xing Li,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=YMUXzZMAAAAJ&citpid=1,Tsinghua University,['Internet history'],@cernet.edu.cn,http://xing.li/,4794,,,,#N/A,#N/A,,,,,,,#N/A
Author,['basics'],fDHUk18AAAAJ,AuthorSource.AUTHOR_PROFILE_PAGE,Xuanchi Ren,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=fDHUk18AAAAJ&citpid=2,University of Toronto,"['Computer Vision', 'Machine Learning', 'Generative Model', 'Representation Learning']",@cs.toronto.edu,https://xuanchiren.com/,194,8.52E+18,University of Toronto,Canada,56.130367,-106.346771,,,,,,,-106.346771
Author,['basics'],pqbHWfYAAAAJ,AuthorSource.AUTHOR_PROFILE_PAGE,Yong Huang,,Zhengzhou University,"['Network Security', 'Wireless Sensing', 'AIoT']",@zzu.edu.cn,https://phygroup.github.io/,68,5.17E+17,Zhengzhou University,China,35.86166,104.195396,,,,,,,104.195396
Author,['basics'],Pi89P8kAAAAJ,AuthorSource.AUTHOR_PROFILE_PAGE,Guoliang Li,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=Pi89P8kAAAAJ&citpid=2,"Professor, Tsinghua University","['Database', 'Big Data', 'Crowdsourcing', 'Data Cleaning  & Integration']",@tsinghua.edu.cn,http://dbgroup.cs.tsinghua.edu.cn/ligl/,15316,1.54E+19,Tsinghua University,China,35.86166,104.195396,,,,,,,104.195396
Author,['basics'],K8vJkTcAAAAJ,AuthorSource.AUTHOR_PROFILE_PAGE,Bo Li,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=K8vJkTcAAAAJ&citpid=5,University of Illinois at Urbana–Champaign,"['Adversarial machine learning', 'security', 'privacy', 'big data', 'social network']",@illinois.edu,http://boli.cs.illinois.edu/,22804,4.50E+18,University of Illinois at Urbana-Champaign,USA,37.09024,-95.712891,,,,,,,-95.712891
Author,['basics'],4fkyrCIAAAAJ,AuthorSource.AUTHOR_PROFILE_PAGE,Xiaonan Guo,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=4fkyrCIAAAAJ&citpid=4,George Mason University,[],@gmu.edu,https://mason.gmu.edu/~xguo8/,1012,1.13E+19,George Mason University,USA,37.09024,-95.712891,,,,,,,-95.712891
Author,['basics'],0o8xylgAAAAJ,AuthorSource.AUTHOR_PROFILE_PAGE,Yoojung Yoon,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=0o8xylgAAAAJ&citpid=1,"Associate Professor of Civil & Environmental Engineering, West Virginia University",['Construction Engineering and Management'],@mail.wvu.edu,,359,4.97E+18,West Virginia University,USA,37.09024,-95.712891,,,,,,,-95.712891
Author,['basics'],YgSxvV4AAAAJ,AuthorSource.AUTHOR_PROFILE_PAGE,Stefan Funke,,"Universität Stuttgart, Germany","['Algorithms', 'Computational Geometry', 'Combinatorial Optimization']",@fmi.uni-stuttgart.de,http://fmi.uni-stuttgart.de/alg,3651,1.08E+19,University of Stuttgart,Germany,51.165691,10.451526,,,,,,,10.451526
Author,['basics'],onGydcgAAAAJ,AuthorSource.AUTHOR_PROFILE_PAGE,Yanmin Zhu,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=onGydcgAAAAJ&citpid=7,"Department of Computer Science and Engineering, Shanghai Jiao Tong University","['Crowd Sensing', 'Sensor Networks', 'Vehicle Ad Hoc Networks', 'Mobile Sensing', 'Data Mining']",@sjtu.edu.cn,http://www.cs.sjtu.edu.cn/~yzhu/,10485,1.18E+19,Shanghai Jiao Tong University,China,35.86166,104.195396,,,,,,,104.195396
Author,['basics'],RTMHUqgAAAAJ,AuthorSource.AUTHOR_PROFILE_PAGE,Qiang Wang,,"Professor of Mathematics and Statistics, Carleton University","['Finite Fields', 'Number Theory', 'Combinatorics']",@math.carleton.ca,,1688,2.57E+18,Carleton University,Canada,56.130367,-106.346771,,,,,,,-106.346771
Author,['basics'],XS3z1rkAAAAJ,AuthorSource.AUTHOR_PROFILE_PAGE,Yakov Nekrich,,"Associate Professor, Michigan Technological Univeristy","['Data Structures', 'Algorithms', 'Data Compression']",@uwaterloo.ca,https://pages.mtu.edu/~yakov/,1737,,,,#N/A,#N/A,,,,,,,#N/A
Author,['basics'],EY2lqD0AAAAJ,AuthorSource.AUTHOR_PROFILE_PAGE,Jianxin Li,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=EY2lqD0AAAAJ&citpid=3,"School of Computer Science & Engineering, Beihang University","['Big Data', 'AI', 'Trustworthy Computing']",@act.buaa.edu.cn,http://myjianxin.github.io/,7613,4.20E+18,Beihang University,China,35.86166,104.195396,,,,,,,104.195396
Author,['basics'],QSBEb4cAAAAJ,AuthorSource.AUTHOR_PROFILE_PAGE,Long Chen,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=QSBEb4cAAAAJ&citpid=3,Institute of Software Chinese Academy of Sciences,"['lattice based cryptography', 'applied cryptography']",@iscas.ac.cn,,270,7.67E+18,"Institute of Software, Chinese Academy of Sciences",China,35.86166,104.195396,,,,,,,104.195396
Author,['basics'],7LWO12EAAAAJ,AuthorSource.AUTHOR_PROFILE_PAGE,Shuanming Li,,University of Melbourne,['shli@unimelb.edu.au'],@unimelb.edu.au,,3580,1.02E+19,University of Melbourne,Australia,-25.274399,133.775131,,,,,,,133.775131
Author,['basics'],Q0JYVicAAAAJ,AuthorSource.AUTHOR_PROFILE_PAGE,Meng Xue,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=Q0JYVicAAAAJ&citpid=14,"Postdoc, Hong Kong University of Science and Technology","['Mobile and ubiquitous computing', 'Smart healthcare', 'AIoT security']",@ust.hk,,28,9.57E+18,Hong Kong University of Science and Technology,Hong Kong,22.396427,114.109497,,,,,,,114.109497
Author,['basics'],odFW4FoAAAAJ,AuthorSource.AUTHOR_PROFILE_PAGE,Yanghua Xiao (肖仰华),https://scholar.googleusercontent.com/citations?view_op=view_photo&user=odFW4FoAAAAJ&citpid=3,"Professor of Computer Science, Fudan University","['Knowledge base', 'Knowledge graph', 'Graph mining', 'Artificial intelligence']",@fudan.edu.cn,http://kw.fudan.edu.cn/,4132,1.35E+19,Fudan University,China,35.86166,104.195396,,,,,,,104.195396
Author,['basics'],umEIUwwAAAAJ,AuthorSource.AUTHOR_PROFILE_PAGE,Qing LIAO,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=umEIUwwAAAAJ&citpid=2,"Harbin Institute of Technology, Shenzhen","['Artificial Intelligence', 'Information Security']",@hit.edu.cn,http://liaoqing.me/,1292,4.73E+18,Harbin Institute of Technology,China,35.86166,104.195396,,,,,,,104.195396
Author,['basics'],VdfMHGQAAAAJ,AuthorSource.AUTHOR_PROFILE_PAGE,Tong Liu,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=VdfMHGQAAAAJ&citpid=1,Shanghai University,['edge computing'],@shu.edu.cn,,1028,1.10E+19,Shanghai University,China,35.86166,104.195396,,,,,,,104.195396
Author,['basics'],JDErdKcAAAAJ,AuthorSource.AUTHOR_PROFILE_PAGE,Ho-fung Leung,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=JDErdKcAAAAJ&citpid=1,Independent Researcher,[],@cuhk.edu.hk,http://www.cse.cuhk.edu.hk/~lhf/,5142,,,,#N/A,#N/A,,,,,,,#N/A
Author,['basics'],tYzMRrcAAAAJ,AuthorSource.AUTHOR_PROFILE_PAGE,Jizheng Xu,,"ByteDance, Microsoft Research Asia",['Multimedia'],@ieee.org,,10375,,,,#N/A,#N/A,,,,,,,#N/A
Author,['basics'],faKrJHkAAAAJ,AuthorSource.AUTHOR_PROFILE_PAGE,Shaoning Xiao,,Zhejiang University,[],@zju.edu.cn,,296,1.12E+18,Zhejiang University,China,35.86166,104.195396,,,,,,,104.195396
Author,['basics'],yMhLNQ0AAAAJ,AuthorSource.AUTHOR_PROFILE_PAGE,Nako Sung,,NAVER,"['Machine Learning', 'System']",@navercorp.com,,397,,,,#N/A,#N/A,,,,,,,#N/A
Author,['basics'],#NAME?,AuthorSource.AUTHOR_PROFILE_PAGE,Sihem Mesnager,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=-mE9ov0AAAAJ&citpid=6,Professor at Univ. Paris VIII and Professor adjunct to telecom Paris,['Mathematics for symmetric cryptography and  coding theory'],@univ-paris8.fr,https://www.math.univ-paris13.fr/~mesnager/index-en.html,4130,,,,#N/A,#N/A,,,,,,,#N/A
Author,['basics'],VU2Jw1YAAAAJ,AuthorSource.AUTHOR_PROFILE_PAGE,Jiangchuan Liu,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=VU2Jw1YAAAAJ&citpid=1,"Professor, Simon Fraser University; Fellow of IEEE; Fellow of Canadian Academy of Engineering",['Computer Science'],@cs.sfu.ca,http://www.cs.sfu.ca/~jcliu,23705,7.14E+18,Simon Fraser University,Canada,56.130367,-106.346771,,,,,,,-106.346771
Author,['basics'],16r7ZhsAAAAJ,AuthorSource.AUTHOR_PROFILE_PAGE,Chris Thomas,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=16r7ZhsAAAAJ&citpid=11,Virginia Tech,['Computer Vision'],@cs.vt.edu,https://people.cs.vt.edu/~chris,430,1.70E+19,Virginia Polytechnic Institute and State University,USA,37.09024,-95.712891,,,,,,,-95.712891
Author,['basics'],Jf3tJa8AAAAJ,AuthorSource.AUTHOR_PROFILE_PAGE,Nicolas Bettenburg,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=Jf3tJa8AAAAJ&citpid=3,Queen's University,"['Empirical Software Engineering', 'Statistics', 'Data Mining', 'Regression Models', 'Machine Learning']",@cs.queensu.ca,,3158,1.53E+19,Queen's University,Canada,56.130367,-106.346771,,,,,,,-106.346771
Author,['basics'],FICWFp8AAAAJ,AuthorSource.AUTHOR_PROFILE_PAGE,Yinghua Zhang,,Hong Kong University of Science and Technology,"['transfer learning', 'data mining']",@connect.ust.hk,,58,9.57E+18,Hong Kong University of Science and Technology,Hong Kong,22.396427,114.109497,,,,,,,114.109497
Author,['basics'],Lxr1seAAAAAJ,AuthorSource.AUTHOR_PROFILE_PAGE,Hong Zhou,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=Lxr1seAAAAAJ&citpid=2,"Lecturer of the College of Computer Science and Software Engineering, Shenzhen University",['Visualization and Computer Graphics'],@szu.edu.cn,http://csse.szu.edu.cn/cn/people8a9e.html?53902,1742,8.69E+18,Shenzhen University,China,35.86166,104.195396,,,,,,,104.195396
